"Ligand"	"V-OH2"	"S"	"R-OH2"	"G-OH2"	"W1-OH2"	"W2-OH2"	"W3-OH2"	"W4-OH2"	"W5-OH2"	"W6-OH2"	"W7-OH2"	"W8-OH2"	"BV11-OH2"	"BV21-OH2"	"BV31-OH2 "	"BV12-OH2 "	"BV22-OH2 "	"BV32-OH2 "	"Iw1-OH2 "	"Iw2-OH2 "	"Iw3-OH2 "	"Iw4-OH2"	"Iw5-OH2"	"Iw6-OH2"	"Iw7-OH2"	"Iw8-OH2"	"Cw1-OH2"	"Cw2-OH2"	"Cw3-OH2"	"Cw4-OH2"	"Cw5-OH2"	"Cw6-OH2"	"Cw7-OH2"	"Emin1-OH2"	"Emin2-OH2 "	"Emin3-OH2 "	"D12-OH2"	"D13-OH2"	"D23-OH2"	"D1-DRY"	"D2-DRY"	"D3-DRY"	"D4-DRY"	"D5-DRY"	"D6-DRY"	"D7-DRY"	"D8-DRY"	"BV11-DRY"	"BV21-DRY"	"BV31-DRY"	"BV12-DRY"	"BV22-DRY"	"BV32-DRY"	"ID1-DRY"	"ID2-DRY"	"ID3-DRY"	"ID4-DRY"	"ID5-DRY"	"ID6-DRY"	"ID7-DRY"	"ID8-DRY"	"Emin1-DRYs"	"Emin2-DRY"	"Emin3-DRY"	"D12-DRY"	"D13-DRY"	"D23-DRY"	"HL1"	"HL2"	"A"	"CP"	"W1-O"	"W2-O"	"W3-O"	"W4-O"	"W5-O"	"W6-O"	"W7-O"	"HB1-O"	"HB2-O"	"HB3-O"	"HB4-O"	"HB5-O"	"HB6-O"	"HB7-O"	"HB8-O"	"W1-BOTH"	"W2-BOTH"	"W3-BOTH"	"W4-BOTH"	"W5-BOTH"	"W1-O::"	"W2-O::"	"W3-O::"	"W4-O::"	"W5-O::"	"W6-O::"	"W7-O::"	"W8-O::"	"HB1-O::"	"HB2-O::"	"HB3-O::"	"HB4-O::"	"HB5-O::"	"HB6-O::"	"HB7-O::"	"HB8-O::"	"POL"	"Elon"	"EEFR"	"DIFF"	"Volsurf_LogP"	"MW"	"W1-N1"	"W2-N1"	"W3-N1"	"W4-N1"	"W5-N1"	"W6-N1"	"W7-N1"	"W8-N1"	"W1-N:="	"W2-N:="	"W3-N:="	"W4-N:="	"W5-N:="	"W6-N:="	"W7-N:="	"W8-N:="	"W1-N3+"	"W2-N3+"	"W3-N3+"	"W1-O-"	"W2-O-"	"W3-O-"
"smallMol_20"	787	"535.73"	17168	17533	1231	"687.38"	"337.62"	"145.62"	"64.88"	"15.62"	45748	22647	"102.25"	"96.38"	"74.75"	"22.88"	"19.38"	"18.62"	"0.05"	"0.1"	"0.18"	"0.29"	"0.36"	"0.72"	43466	45658	39874	46753	"0.63"	"0.27"	"0.12"	"0.03"	"0.01"	20972	24198	39907	46813	35309	33848	"272.12"	"123.25"	"69.75"	"41.12"	"24.38"	39951	"13.38"	22890	"23.62"	40161	22890	22920	39940	45658	"15.88"	"28.97"	"47.29"	"64.57"	"82.16"	"94.13"	"96.62"	"110.3"	27426	23043	20852	29860	12663	20121	"0.93"	"0.38"	36220	27395	"994.25"	360	"63.12"	"13.88"	32234	40148	0	"236.75"	"327.38"	"274.5"	"131.75"	60	39947	45748	22647	14185	40152	13940	39934	"0.88"	"1542.12"	"839.88"	"344.38"	45	39940	13912	"0.12"	0	"-311.12"	"-152.5"	"-6.75"	"100.62"	"57.38"	"13.25"	40151	22647	"37.46"	39978	42005	"0.19"	31837	"335.47"	800	668	"473.62"	"200.88"	"103.88"	"47.62"	"10.25"	0	801	"519.75"	"261.62"	69	"27.12"	10	"1.12"	0	"180.38"	"23.25"	0	"67.5"	"5.62"	0
"smallMol_21"	"692.25"	"464.21"	17899	13150	"1067.25"	"540.38"	258	91	"46.12"	40169	27607	45658	112	102	40162	"25.25"	"20.88"	0	"0.07"	"0.16"	"0.33"	"0.62"	"0.78"	"0.91"	"0.99"	44927	39874	42370	"0.56"	"0.2"	"0.1"	"0.05"	"0.02"	26451	26054	12451	46235	14366	21671	"303.12"	"146.62"	"86.75"	"57.88"	"42.88"	"36.75"	40176	40167	"57.12"	39952	45778	"24.88"	"13.62"	32174	"22.39"	"37.52"	"40.01"	"43.79"	"50.61"	58	"59.82"	"66.93"	16862	46082	23774	40148	34394	39849	"0.53"	"0.38"	12540	29646	"842.62"	"263.75"	"43.12"	14032	32143	0	0	"224.62"	"276.62"	"214.88"	"84.62"	"44.25"	40169	27607	45658	45901	45748	27395	"0.5"	0	1339	"705.25"	"263.38"	"35.25"	5	13881	0	0	"-271.75"	"-164.88"	"-5.38"	"55.75"	"41.12"	"20.75"	27607	45658	"33.07"	"16.13"	39934	"0.35"	23071	"294.36"	"1307.38"	"738.12"	"373.38"	"154.88"	"68.62"	"20.62"	"5.88"	"1.25"	"1407.12"	"713.62"	"262.38"	33	"9.12"	"2.62"	"0.25"	0	"183.88"	"34.38"	"1.62"	44	2	0
"smallMol_22"	678	"461.61"	17168	13881	"1120.88"	"613.88"	"315.62"	"127.88"	"66.75"	"32.38"	10	0	"92.12"	"90.5"	"88.75"	"25.25"	39955	19	"0.12"	"0.24"	"0.44"	"0.79"	39845	44197	13881	0	15738	12055	"0.68"	"0.28"	"0.14"	"0.07"	"0.02"	6	33359	31168	26390	33420	33695	"338.75"	"172.88"	"100.88"	"63.88"	"45.38"	"32.88"	27	39954	"76.38"	39957	0	"35.12"	45931	0	"20.23"	"21.97"	"25.24"	"26.61"	40023	"24.73"	"33.86"	"32.18"	30011	44621	35462	"0.87"	12571	19146	"0.66"	"0.51"	30437	16558	"892.88"	"294.25"	"37.25"	0	0	0	0	228	"319.62"	"278.38"	"127.88"	"66.75"	"32.38"	10	0	40160	39939	22678	45658	"0.5"	"1412.75"	"755.12"	"302.5"	"40.25"	45658	0	0	0	"-291.88"	"-141.25"	40160	"87.62"	"65.5"	"32.38"	10	0	"33.93"	"15.33"	1	"0.46"	27089	"308.77"	"1157.62"	"633.5"	"321.5"	121	"59.88"	"28.88"	"10.12"	"0.75"	"1234.62"	"595.25"	"186.88"	"28.12"	"6.25"	"1.5"	0	0	"146.5"	"25.25"	"1.5"	"33.5"	"0.75"	0
"smallMol_23"	"654.75"	"453.93"	16072	14246	"981.25"	512	"259.38"	"115.62"	"59.12"	"30.25"	12	3	"166.88"	"44.75"	"41.12"	"42.75"	14093	8	"0.1"	"0.22"	"0.4"	"0.64"	"0.83"	39965	11324	30317	42401	41275	"0.57"	"0.25"	"0.13"	"0.07"	"0.03"	30864	33725	16132	35186	35521	40026	"256.62"	"112.25"	52	24	10	32356	32264	22737	28	"15.62"	13940	32325	32143	"0.12"	"24.26"	"46.83"	"55.43"	"81.24"	"131.82"	"141.93"	"160.99"	"178.97"	26696	22313	23743	"0.71"	27546	41821	41640	46023	39850	40026	"853.75"	"368.12"	"144.5"	"58.88"	39962	14154	40150	"127.5"	"143.88"	"114.88"	"56.75"	"29.62"	"19.88"	32356	40149	39941	13940	40148	"0.5"	0	"1254.38"	716	"298.12"	"83.75"	38	17	39938	22647	"-273.12"	-204	"-38.75"	"31.88"	40168	"13.25"	39939	13881	"29.38"	31929	17899	"0.6"	43497	"249.35"	"1215.12"	"709.25"	"386.88"	"154.75"	"78.38"	"39.62"	"12.25"	"0.25"	"1275.75"	"638.25"	"205.12"	"18.5"	1	0	0	0	"178.25"	"36.25"	"0.62"	"39.5"	0	0
"smallMol_24"	"384.12"	"269.2"	15707	40026	"636.25"	"340.62"	"182.88"	"79.75"	40	16	0	0	"182.88"	0	0	40	0	0	"0.2"	"0.41"	"0.69"	39873	44562	12785	0	0	13181	46388	"0.68"	"0.3"	"0.15"	"0.06"	0	30407	"0.81"	"0.8"	40064	26390	17685	"145.25"	64	"28.38"	39945	0	0	0	0	13971	40151	40151	0	0	0	"20.94"	"29.43"	"35.4"	"42.75"	0	0	0	0	"0.96"	"0.94"	"0.94"	17685	12571	22372	14977	46753	28246	"0.98"	"551.5"	"288.5"	"149.5"	"63.12"	39962	40157	0	"84.75"	"52.12"	"33.38"	"16.62"	39943	32264	0	0	40148	"0.5"	0	0	0	"791.12"	"475.62"	"227.38"	"81.62"	"41.62"	"18.62"	3	0	"-154.88"	-135	"-44.5"	"-1.88"	"-1.62"	"-2.62"	-3	0	"18.15"	41426	1	"0.85"	26665	"151.25"	1066	"588.88"	300	"134.5"	"66.88"	"30.12"	"8.12"	0	"1141.38"	"624.38"	"263.88"	"91.38"	44	"20.12"	"4.62"	"0.62"	"139.75"	"23.75"	"0.5"	78	"13.25"	"1.38"
"smallMol_25"	"714.38"	"488.11"	16803	15342	"1176.38"	"719.5"	"415.5"	"192.12"	112	"62.12"	"26.88"	39938	"107.25"	"102.5"	"86.62"	"41.38"	"37.75"	"21.25"	"0.15"	"0.27"	"0.44"	"0.73"	"0.91"	40057	43466	46388	15008	17168	"0.85"	"0.39"	"0.23"	"0.13"	"0.06"	14427	39851	43252	34790	44713	39966	"224.62"	"87.5"	"45.12"	"26.25"	"14.88"	10	27576	39937	"19.75"	22737	13971	39942	22678	22647	"33.17"	"57.95"	"65.05"	"80.9"	"88.46"	"98.66"	"100.94"	"80.83"	40058	32174	18994	46174	31778	35947	17564	13547	34851	"0.55"	"951.62"	"367.5"	"107.38"	"29.75"	27668	39935	0	"224.75"	352	"308.12"	"162.38"	"101.25"	"59.62"	"26.88"	39938	"14.25"	45809	39935	"0.62"	"0.38"	1426	"793.75"	320	"65.12"	40164	40152	"0.25"	0	"-249.62"	"-74.25"	"95.5"	127	"94.88"	57	"26.62"	39938	"32.79"	"16.46"	39995	"0.52"	12055	"325.43"	"682.88"	"398.75"	224	"100.5"	"48.12"	17	0	0	"729.12"	"428.75"	"218.38"	"94.12"	"47.75"	"20.38"	"4.62"	0	"80.5"	"4.25"	0	"77.75"	"15.25"	0
"smallMol_26"	"1030.88"	"670.95"	19725	21551	"2009.5"	"1845.62"	1285	"726.62"	"441.88"	"244.88"	"111.88"	38	"133.62"	"120.12"	"115.38"	"40.12"	"39.88"	"39.25"	"0.02"	"0.02"	"0.03"	"0.05"	"0.08"	"0.15"	"0.23"	"0.35"	3	27426	33604	40026	"0.66"	"0.36"	"0.17"	19238	15950	15919	24624	40031	29646	"13.38"	14001	27454	13912	1	"0.62"	0	0	45658	"0.88"	"0.75"	"0.25"	"0.25"	"0.25"	"50.59"	"85.48"	"98.21"	"111.4"	"132.52"	"147.67"	0	0	12785	12420	"0.97"	39847	39966	44562	"117.83"	"103.11"	14001	"0.01"	"1857.38"	"1574.75"	1004	"503.12"	"265.25"	"115.25"	"28.62"	"152.12"	"270.88"	281	"223.5"	"176.62"	"129.62"	"83.25"	"31.38"	40151	45658	"0.62"	"0.12"	0	"2088.62"	"1729.62"	"1209.75"	"625.88"	351	"179.88"	"71.62"	"21.25"	"-79.12"	116	"75.25"	"100.75"	"90.88"	65	"40.25"	"16.75"	"53.14"	"15.76"	41640	"0.35"	"-7.75"	"585.61"	1261	"813.25"	"477.75"	"223.5"	"122.88"	"64.38"	"21.88"	"1.38"	"1272.25"	"687.75"	"259.62"	"61.88"	"22.5"	"7.75"	"1.12"	0	"233.88"	"59.62"	"1.5"	"61.38"	"4.12"	0
"smallMol_27"	"1096.25"	"685.49"	39965	19725	"1492.38"	"741.75"	"341.62"	"116.75"	53	"22.25"	39941	1	"127.38"	"74.62"	"64.12"	"34.38"	13	22767	"0.03"	"0.06"	"0.13"	"0.27"	"0.41"	"0.61"	"0.88"	1	43132	40026	"0.5"	"0.17"	"0.08"	"0.03"	"0.01"	19511	32599	39935	16619	23193	47331	"443.62"	"216.25"	"92.88"	"55.25"	"35.88"	40175	"20.38"	"14.38"	"33.88"	"16.88"	12	"14.88"	22828	32234	28338	"14.56"	"26.42"	"26.68"	"30.97"	"37.92"	"44.91"	"61.95"	43525	40027	39996	14977	45323	1	"0.57"	"0.4"	13241	39968	"1208.25"	373	"56.5"	"0.25"	0	0	0	"284.12"	"368.75"	"285.12"	"116.5"	53	"22.25"	39941	1	39948	6	2	"0.75"	"0.38"	"1871.75"	"1008.62"	"377.38"	"58.5"	27515	"0.25"	0	0	"-379.38"	"-266.88"	"-35.75"	"58.25"	"47.25"	22	39941	1	"55.22"	"17.29"	41275	"0.1"	12571	"645.32"	"895.75"	"738.38"	"491.5"	"233.25"	119	"46.88"	"8.12"	0	"843.38"	"600.75"	"352.62"	"142.75"	"69.25"	"28.5"	"2.88"	0	"196.25"	"22.75"	0	"119.62"	18	0
"smallMol_28"	724	"485.47"	17899	14246	"975.75"	"395.5"	"116.12"	32	"16.62"	22890	22737	1	"82.12"	40151	39936	"16.62"	0	0	"0.04"	"0.11"	"0.39"	"0.93"	42736	11689	17533	22282	39815	"0.81"	"0.24"	"0.07"	"0.03"	"0.02"	"0.01"	22798	33604	26299	23255	31625	39934	"354.12"	"175.88"	"84.75"	46	39960	39954	"15.62"	14185	60	"14.25"	45870	21	22767	"0.88"	40074	"34.4"	"41.7"	"59.56"	"78.12"	"94.64"	"104.84"	"134.69"	44256	42430	31444	"0.71"	19146	19146	"0.2"	"0.21"	39940	34820	"790.62"	"204.62"	10	0	0	0	0	"185.12"	"190.88"	"106.12"	32	"16.62"	22890	22737	1	2	"0.25"	0	0	0	"1278.25"	"640.38"	"207.12"	12	0	0	0	0	"-302.5"	"-244.88"	-91	20	"16.62"	22890	22737	1	"35.16"	21824	42005	"0.53"	42125	"277.41"	"837.25"	"565.25"	"302.25"	"133.75"	"70.25"	"34.38"	"7.62"	0	"858.75"	"606.12"	"344.88"	"108.5"	"42.38"	"15.75"	"3.88"	"0.25"	"124.5"	"20.25"	0	"94.88"	"10.88"	0
"smallMol_29"	"846.88"	"567.37"	17899	39934	"1336.88"	"910.5"	"550.62"	"245.25"	120	"49.62"	"14.88"	40149	"181.12"	"115.5"	"91.88"	"41.62"	"26.88"	"23.88"	"0.08"	"0.13"	"0.2"	"0.31"	"0.38"	"0.34"	"0.17"	"0.95"	13181	39965	"0.97"	"0.43"	"0.21"	"0.09"	"0.03"	40032	44348	36281	40006	42856	17046	"176.75"	"77.38"	"31.38"	40163	9	14032	40151	39934	13	10	22828	45748	3	39934	"35.62"	"52.7"	"62.18"	"65.83"	"77.87"	"83.32"	"92.66"	"89.06"	46419	40027	22647	14977	31778	45352	30011	40028	39908	"0.35"	"1079.12"	"545.25"	"231.62"	"91.38"	"43.25"	"14.62"	"0.38"	"257.75"	"365.25"	319	"153.88"	"76.75"	35	39947	40149	39950	39942	39938	2	1	"1528.88"	941	"461.88"	"133.75"	"55.75"	40171	40151	"0.12"	-192	"-30.5"	"88.75"	"111.5"	"64.25"	39958	27668	2	"41.81"	40064	11689	"0.25"	15401	"408.88"	"1619.88"	"884.88"	"426.88"	"157.25"	"66.25"	"29.5"	"8.5"	"0.62"	"1722.88"	"847.62"	"258.38"	"27.25"	"0.5"	0	0	0	188	"26.12"	0	"57.75"	"0.25"	0
"smallMol_30"	719	"501.02"	16072	17168	"1442.5"	"1105.12"	"707.62"	"318.75"	"168.88"	"87.88"	"35.62"	45901	"173.38"	"113.75"	"113.12"	"42.38"	"38.62"	"32.25"	"0.07"	"0.1"	"0.15"	"0.28"	"0.39"	"0.54"	"0.71"	"0.91"	32174	44228	14977	"0.64"	"0.34"	"0.18"	"0.07"	16285	28277	16954	40149	12966	11505	"109.88"	"49.5"	26	"15.38"	27668	32295	27485	39936	12	27515	27485	22706	3	22678	34304	"30.86"	"30.89"	"31.41"	"40.74"	"52.56"	"57.89"	"60.47"	24139	17564	39815	39847	40063	27546	39939	26420	17199	"0.55"	"1189.62"	"720.5"	"341.88"	"126.62"	"52.88"	"18.38"	32174	"252.88"	"384.62"	"365.75"	"192.12"	116	"69.5"	"32.75"	9	40168	11	39938	13912	1	"1618.25"	"1047.12"	"595.38"	"200.12"	"82.88"	"37.12"	22951	22678	"-175.75"	58	"112.25"	"118.62"	86	"50.75"	24	22798	"34.9"	"16.72"	40057	"0.53"	"0.47"	"365.41"	"1076.88"	"507.25"	168	44	22	"11.75"	"5.12"	1	"1164.75"	530	118	"5.5"	0	0	0	0	"52.88"	"9.88"	0	"11.25"	0	0
"smallMol_31"	"390.88"	"284.91"	13516	42370	688	"381.5"	"195.38"	"87.38"	"41.88"	16	0	0	"192.75"	"0.62"	"0.62"	"41.88"	0	0	"0.21"	"0.43"	"0.76"	40148	12785	18629	0	0	15008	12420	"0.69"	"0.31"	"0.15"	"0.06"	0	30042	46388	40118	17715	16619	44562	"170.12"	"86.25"	"38.5"	"20.62"	32387	40155	39937	45717	"36.38"	45658	"0.88"	45901	"0.38"	"0.25"	"32.44"	"48.8"	"54.07"	"67.84"	"85.7"	"94.18"	"105.61"	"136.83"	26696	20486	44593	"0.71"	21337	19876	40057	"0.78"	13302	40118	"607.88"	"315.62"	"151.75"	"65.62"	39961	32295	0	"80.12"	"65.88"	"43.62"	"21.75"	"13.38"	40156	0	0	27395	"0.12"	0	0	0	"858.62"	525	"242.75"	"79.62"	"38.62"	40162	"0.62"	0	"-170.62"	"-143.5"	"-47.38"	27576	45717	"0.88"	"-0.62"	0	"17.29"	46569	43101	39845	29952	"135.21"	"1399.62"	"952.38"	"626.38"	"281.25"	"135.88"	"52.12"	"13.38"	"0.88"	"1440.38"	"856.88"	"428.38"	141	"64.5"	"29.5"	"5.25"	0	"277.12"	"48.25"	6	"127.75"	"20.62"	0
"smallMol_32"	"714.12"	"493.15"	16438	16072	"1323.62"	"936.62"	"605.25"	"292.5"	"169.25"	"91.62"	"40.62"	40159	"164.62"	"106.88"	"98.38"	"43.38"	"39.25"	"33.88"	"0.11"	"0.17"	"0.24"	"0.4"	"0.53"	"0.65"	"0.81"	"0.89"	24869	40057	44927	"0.59"	"0.34"	"0.19"	"0.08"	21033	33390	25355	39876	46174	42552	"158.25"	"72.12"	"28.75"	40161	8	32234	45717	2	16	39937	4	22678	39935	22647	"41.18"	"71.96"	"72.4"	"83.99"	"95.89"	"133.03"	"151.72"	"193.57"	11720	40119	39815	40063	21186	19876	32629	18050	17288	"0.23"	1070	"537.25"	"251.38"	"105.75"	"49.88"	"18.75"	32174	"253.62"	"399.38"	"353.88"	"186.75"	"119.38"	"72.88"	"37.75"	40159	"17.25"	14062	27454	27395	"0.88"	"1561.38"	"917.38"	"465.12"	"153.88"	"72.62"	"36.62"	32478	32174	"-237.75"	"19.25"	"140.12"	"138.62"	"96.62"	55	"27.75"	45901	"34.26"	"15.18"	39814	"0.47"	"0.1"	"349.41"	"1484.12"	"1123.5"	"773.12"	"371.62"	194	"92.25"	"26.5"	"1.38"	"1494.88"	"988.88"	"551.5"	"202.38"	"89.88"	40	"10.5"	"1.88"	"354.75"	"69.38"	"3.38"	"191.25"	"32.5"	2
"smallMol_33"	"428.12"	"300.17"	15707	41640	"963.62"	"688.12"	"347.62"	"146.75"	"76.25"	"38.88"	"15.25"	27426	"131.88"	"106.75"	"57.75"	"42.88"	"22.62"	45839	"0.08"	"0.12"	"0.21"	"0.42"	"0.64"	"0.94"	24473	35462	44256	47150	42370	"0.49"	"0.25"	"0.13"	"0.05"	12966	42856	19085	15097	39909	26877	164	"103.38"	"74.38"	"52.75"	"37.75"	"30.25"	18	27729	"74.38"	0	0	"37.75"	0	0	29891	14215	21429	39823	39880	40003	"14.38"	"16.57"	22678	42401	36161	39966	21186	39936	39873	"0.74"	41306	19968	739	"383.5"	"114.88"	"38.88"	15	39938	"0.88"	"224.62"	"304.62"	"232.75"	"107.88"	"61.25"	"33.38"	"14.38"	27426	45901	45658	"0.25"	0	0	"1062.25"	648	333	"61.38"	39955	27638	2	0	"-98.62"	"40.12"	"14.62"	"85.38"	"53.75"	40176	"13.25"	27426	"20.49"	26938	1	"0.99"	44197	"187.2"	736	437	"246.38"	107	"53.5"	20	0	0	"781.25"	"472.75"	"237.88"	"94.62"	"47.5"	"19.25"	"2.75"	0	"89.5"	3	0	"75.25"	"10.75"	0
"smallMol_34"	"830.5"	"543.42"	19360	15707	"1414.88"	"891.62"	"504.62"	"193.75"	"71.62"	39949	27454	"0.38"	"112.38"	"109.38"	"107.12"	39951	40162	39947	"0.05"	"0.08"	"0.12"	"0.22"	"0.12"	"0.61"	17168	27395	39966	23377	"0.93"	"0.36"	"0.13"	"0.03"	"0.01"	41426	43586	31472	40033	29068	16681	241	"142.5"	"72.12"	"47.25"	33	"26.62"	22	"17.75"	70	22647	"0.5"	"32.12"	"0.62"	"0.25"	"35.94"	"51.39"	"64.24"	"79.02"	"92.24"	"105.87"	"118.98"	"129.16"	39816	40059	36192	"0.71"	34394	11749	"0.99"	"0.35"	42795	16072	"1161.25"	475	"138.75"	40176	45962	22706	"0.25"	"253.62"	"416.62"	"365.88"	"164.62"	"60.38"	32478	39936	"0.38"	"27.88"	14185	39936	"0.75"	"0.12"	"1806.38"	"986.62"	"460.38"	"112.38"	"31.75"	39945	4	"0.25"	"-391.5"	-95	"44.25"	"81.38"	"39.88"	4	"-0.25"	"0.12"	"43.28"	40007	39995	"0.59"	39848	"393.47"	"1394.75"	"1007.38"	"688.5"	"342.62"	"186.88"	"94.62"	"29.5"	"2.5"	"1395.88"	"831.25"	"419.5"	159	"79.88"	"38.12"	"12.75"	"1.75"	"340.12"	"85.88"	"7.38"	"146.5"	"31.75"	"1.25"
"smallMol_35"	"482.75"	"340.03"	15342	44562	"789.38"	"372.62"	"163.12"	"68.75"	"38.75"	"20.62"	45870	40148	"136.62"	11	32356	"38.75"	0	0	"0.13"	"0.3"	"0.61"	39904	47119	18994	27030	30317	11720	39814	"0.48"	"0.2"	"0.11"	"0.06"	"0.02"	47270	25934	20455	39909	15493	39819	"245.12"	118	"67.88"	"41.62"	28	"22.88"	"16.38"	40159	"47.88"	20	0	40165	32387	0	35339	"14.63"	40071	"27.57"	"33.46"	"41.53"	"46.62"	"42.14"	35827	30713	28522	39850	11841	"0.71"	"0.57"	"0.5"	33329	42583	"591.75"	148	27546	0	0	0	0	"197.62"	"224.62"	"156.38"	"68.75"	"38.75"	"20.62"	45870	40148	27454	27426	13881	"0.88"	"0.12"	983	"485.75"	"150.12"	22859	0	0	0	0	"-193.62"	"-113.12"	13	"60.12"	"38.75"	"20.62"	45870	40148	"21.39"	46357	1	"0.74"	21582	"188.23"	"976.88"	"674.88"	"378.25"	"146.75"	"80.25"	38	11	0	"976.88"	597	"276.5"	"62.88"	"27.25"	"11.88"	3	"0.12"	"139.38"	"24.25"	0	"58.62"	"8.12"	0
"smallMol_36"	"1041.12"	"669.16"	20455	20455	"1617.38"	"1016.25"	"578.25"	"257.25"	"132.88"	"57.75"	39957	27546	"112.62"	"96.5"	"83.25"	"42.12"	"20.75"	40164	"0.05"	"0.08"	"0.13"	"0.2"	"0.27"	"0.43"	"0.66"	"0.94"	15373	18994	"0.86"	"0.38"	"0.2"	"0.09"	"0.04"	40032	40031	14001	28976	40001	39852	"302.5"	"138.12"	"83.88"	"50.5"	"29.38"	"21.38"	"15.25"	27607	"23.25"	39954	40158	39943	10	27485	"16.21"	"27.54"	"31.72"	"43.16"	"64.71"	"74.19"	"87.21"	"125.27"	26696	26330	12816	39910	24108	14093	21186	41640	45717	29587	"1382.5"	"737.38"	"317.12"	101	41	"13.38"	40149	"234.88"	"278.88"	"261.12"	"156.25"	"91.88"	"44.38"	"22.38"	27546	"29.38"	14185	32264	45717	13881	"1942.5"	"1198.75"	"639.75"	"205.5"	"77.5"	40175	39942	27395	"-325.12"	"-182.5"	"-61.5"	"51.75"	"55.38"	"29.62"	15	5	"52.96"	36434	43466	"0.13"	26696	"508.64"	"1532.88"	"990.88"	"572.88"	"220.5"	"78.88"	17	"4.88"	"0.25"	"1557.25"	827	"352.25"	76	"23.12"	"9.88"	"3.62"	"0.12"	"270.25"	"17.75"	0	"111.38"	"12.12"	"0.25"
"smallMol_37"	"990.12"	"660.82"	39934	22282	"1638.75"	902	"371.12"	"139.5"	"70.62"	"34.88"	40161	39935	"143.75"	"83.38"	"66.25"	"43.62"	"15.25"	14062	"0.09"	"0.18"	"0.41"	"0.79"	39934	45292	12055	"0.76"	17564	13150	"0.56"	"0.21"	"0.11"	"0.05"	"0.02"	28277	40000	11780	"13.32"	33786	46174	"455.25"	"238.25"	"131.12"	"80.5"	"49.88"	"37.25"	"27.88"	"19.38"	"45.25"	39962	"21.75"	40169	9	27576	"34.34"	"39.76"	"44.7"	"41.96"	"31.09"	40177	"52.89"	"49.2"	34001	33635	30348	15493	19146	"0.87"	"0.54"	"0.43"	17411	12114	"1308.38"	"468.5"	"57.62"	"13.62"	40152	40148	0	"330.38"	"433.5"	"313.5"	"125.88"	"65.5"	"33.75"	40161	39935	14154	22647	"0.25"	0	0	"2043.38"	1099	"451.38"	"40.88"	39942	22706	1	0	"-404.62"	-197	"-80.25"	"98.62"	"61.12"	"31.25"	40160	39935	"47.32"	"20.36"	40118	"-0.21"	28611	"448.39"	"1705.75"	1128	"657.25"	"284.12"	"116.88"	"38.12"	"10.5"	"0.12"	"1715.38"	"944.75"	"437.75"	"112.25"	"35.5"	13	"4.5"	"0.38"	"316.38"	"34.25"	0	"149.38"	"15.25"	"0.38"
"smallMol_38"	"790.12"	"532.83"	17533	16803	"1262.38"	"861.88"	"545.38"	"280.88"	"163.12"	"87.62"	"33.88"	39940	"132.75"	"132.38"	"77.5"	49	"38.88"	"21.38"	"0.1"	"0.16"	"0.22"	"0.33"	"0.41"	"0.5"	"0.58"	"0.8"	13547	22647	39845	"0.53"	"0.31"	"0.16"	"0.06"	40125	16619	22433	"0.71"	21186	21186	"168.5"	"53.62"	"24.38"	39942	13912	32143	13881	"0.62"	40151	45717	3	"0.5"	"0.5"	"0.5"	"25.71"	"35.32"	"51.35"	"51.6"	"140.35"	"148.44"	"156.61"	"168.92"	45323	26299	16438	"0.71"	14977	31778	25355	44805	39877	"0.24"	"934.38"	"338.62"	88	39961	45962	13912	0	328	"523.25"	"457.38"	"252.38"	"151.88"	"85.25"	"33.88"	39940	22828	40149	"0.5"	0	0	"1444.75"	"759.62"	"289.62"	"49.5"	"17.38"	39939	"0.25"	0	"-182.38"	"102.25"	"255.75"	"231.38"	"145.75"	"81.12"	"33.62"	39940	"36.25"	19329	42736	"0.61"	"0.54"	"384.42"	"1900.88"	1054	"574.38"	"245.5"	"120.12"	"60.12"	"29.25"	"5.75"	"1996.88"	"1026.12"	"394.38"	"84.75"	"29.5"	"13.75"	"5.12"	"0.75"	"285.38"	"72.5"	16	"94.38"	"5.88"	0
"smallMol_39"	"659.12"	"472.64"	14246	17168	1200	"787.25"	"425.62"	"197.5"	"102.25"	55	40168	40150	"143.5"	137	"65.12"	"43.75"	"38.75"	14124	"0.1"	"0.17"	"0.26"	"0.4"	"0.54"	"0.62"	"0.62"	"0.52"	19756	24473	"0.9"	"0.42"	"0.22"	"0.12"	"0.04"	13332	24259	22767	"13.69"	26908	24959	"192.88"	"86.62"	"44.62"	40171	"13.25"	39942	32264	45748	"24.38"	32387	27515	27607	40151	"0.25"	40009	40023	"48.38"	"77.29"	"113.42"	"122.72"	"131.56"	"149.56"	15008	11720	42401	21186	"0.87"	40148	47150	46784	26330	"0.79"	"958.38"	"476.75"	"200.25"	"80.88"	"36.88"	39945	13912	"241.62"	"310.5"	"225.38"	"116.62"	"65.38"	"42.5"	"18.75"	27426	32387	22706	13881	"0.62"	"0.5"	"1382.38"	"819.25"	389	"117.62"	"54.62"	40172	39939	39934	"-182.38"	-32	"36.62"	"79.88"	"47.62"	"29.88"	"14.62"	22647	39842	34213	39873	"0.45"	"0.91"	"266.34"	"3201.62"	"2258.75"	"1495.12"	"769.25"	"449.5"	"238.88"	"90.5"	"11.38"	"3260.12"	"2147.62"	"1250.75"	"509.5"	255	114	"32.25"	"3.12"	"810.62"	"261.88"	"37.75"	"449.25"	"78.75"	"5.25"
