"Ligand"	"MolecularRefractivity(Fast Descriptors)"	"MolecularFlexibility(Fast Descriptors)"	"MolecularArea(vdWarea)(Spatial Descriptors)"	"MolecularVolume(vdWvolume)(SpatialDescriptors)"	"MolecularDensity(SpatialDescriptors)"	"PrincipalMomentsOfInertia(magnitude)(SpatialDescriptors)"	"PrincipalMomentOfInertiaX(SpatialDescriptors)"	"PrincipalMomentOfInertiaY(SpatialDescriptors)"	"PrincipalMomentOfInertiaZ(SpatialDescriptors)"	"RadiusOfGyration(SpatialDescriptors)"	"EllipsoidalVolume(SpatialDescriptors)"	"DipoleMoment(magnitude)(Spatial Descriptors)"	"DipoleMomentX(SpatialDescriptors)"	"DipoleMomentY(SpatialDescriptors)"	"DipoleMomentZ(SpatialDescriptors)"	"SASA(JursDescriptors)"	"PPSA1(JursDescriptors)"	"PNSA1(JursDescriptors)"	"DPSA1(JursDescriptors)"	"PPSA2(JursDescriptors)"	"PNSA2(JursDescriptors)"	"DPSA2(JursDescriptors)"	"PPSA3(JursDescriptors)"	"PNSA3(JursDescriptors)"	"DPSA3 (Jurs Descriptors)"	"FPSA1(JursDescriptors)"	"FPSA2(JursDescriptors)"	"FPSA3(JursDescriptors)"	"FNSA1(JursDescriptors)"	"FNSA2(JursDescriptors)"	"FNSA3(JursDescriptors)"	"WPSA1(JursDescriptors)"	"WPSA2(JursDescriptors)"	"WPSA3(JursDescriptors)"	"WNSA1(JursDescriptors)"	"WNSA2(JursDescriptors)"	"WNSA3(JursDescriptors)"	"RPCG(JursDescriptors)"	"RNCG(JursDescriptors)"	"RPCS(JursDescriptors)"	"RNCS(JursDescriptors)"	"TPSA(JursDescriptors)"	"TASA(JursDescriptors)"	"RPSA(JursDescriptors)"	"RASA(JursDescriptors)"
"smallMol_308"	"30.7192"	"0.982297"	"133.96882438"	"100.48389112"	"1.13616221"	"515.63447187"	"150.78926557"	"267.06053622"	"414.51197324"	"2.27213007"	"138.81059938"	"1.27874739"	"-0.55661229"	"1.14770037"	"0.09034112"	"279.62659"	"196.850897"	"82.775694"	"114.075203"	"131.100512"	"-55.127701"	"186.228214"	"12.647486"	"-11.849982"	"24.497468"	"0.703978"	"0.468841"	"0.04523"	"0.296022"	"-0.197148"	"-0.042378"	"55.044745"	"36.659189"	"3.536573"	"23.146285"	"-15.415171"	"-3.31357"	"0.246253"	"0.494508"	"2.022206"	"0.648948"	"23.840283"	"255.786307"	"0.085258"	"0.914742"
"smallMol_309"	"71.507111"	"4.490773"	"305.35693804"	"247.59226255"	"1.05943939"	"2438.165"	"877.39065007"	"1553.336"	"1661.921"	"3.33147903"	"427.27631015"	"1.00089202"	"-0.75284433"	"-0.06628818"	"0.65621347"	"469.480815"	"344.9326"	"124.548214"	"220.384386"	"636.893253"	"-229.969684"	"866.862937"	"16.433097"	"-23.365844"	"39.798942"	"0.734711"	"1.356591"	"0.035003"	"0.265289"	"-0.489838"	"-0.04977"	"161.939238"	"299.009163"	"7.715024"	"58.472997"	"-107.966354"	"-10.969816"	"0.178724"	"0.149795"	"0.690664"	"0.360393"	"75.75992"	"393.720894"	"0.16137"	"0.83863"
"smallMol_310"	"119.971901"	"7.05052"	"474.57462011"	"384.70745978"	"1.18127939"	"24078.39"	"1493.196"	"16723.43"	"17258.79"	"6.27498576"	"2639.054"	"2.14428614"	"-0.22902379"	"-2.04431677"	"0.60521079"	"752.199951"	"466.280796"	"285.919155"	"180.361641"	"1848.709"	"-1133.612"	"2982.321"	"52.456302"	"-70.596804"	"123.053106"	"0.619889"	"2.457736"	"0.069737"	"0.380111"	"-1.507061"	"-0.093854"	"350.736392"	"1390.599"	"39.457628"	"215.068374"	"-852.702552"	"-53.102913"	"0.070851"	"0.096263"	"0.085562"	"1.389594"	"288.373875"	"463.826075"	"0.383374"	"0.616626"
"smallMol_311"	"53.216805"	"3.207162"	"240.44264599"	"190.37555814"	"1.10947538"	"2646.122"	"347.50845285"	"1768.071"	"1937.815"	"3.08188473"	"447.28118908"	"3.72692724"	"1.00498647"	"-2.2139166"	"2.82463487"	"400.936019"	"231.880742"	"169.055277"	"62.825465"	"421.947172"	"-307.625138"	"729.57231"	"24.691883"	"-45.158306"	"69.850189"	"0.578348"	"1.052405"	"0.061586"	"0.421652"	"-0.767267"	"-0.112632"	"92.969341"	"169.173819"	"9.899865"	"67.780349"	"-123.337998"	"-18.105591"	"0.15301"	"0.19686"	"0.332603"	"5.610673"	"201.145338"	"199.79068"	"0.501689"	"0.498311"
"smallMol_312"	"66.727409"	"4.286361"	"281.78919358"	"230.06785767"	"1.01409644"	"2545.982"	"883.24874373"	"1338.825"	"1977.231"	"3.41125735"	"387.45967901"	"0.87661882"	"-0.62206981"	"-0.56110824"	"-0.25816125"	"465.52275"	"376.650194"	"88.872557"	"287.777637"	"514.458364"	"-121.389078"	"635.847442"	"18.761369"	"-12.492927"	"31.254295"	"0.809091"	"1.10512"	"0.040302"	"0.190909"	"-0.260759"	"-0.026836"	"175.339234"	"239.492073"	"8.733844"	"41.372197"	"-56.509377"	"-5.815742"	"0.197437"	"0.233434"	"0.619921"	"1.000464"	"36.461369"	"429.061381"	"0.078323"	"0.921677"
"smallMol_313"	"103.191185"	"4.124157"	"410.64930064"	"355.68392115"	"1.05283643"	"6723.016"	"1209.267"	"4520.054"	"4827.6"	"3.86538549"	"1244.428"	"3.17795122"	"1.45047329"	"1.90214697"	"2.0922089"	"574.597906"	"428.440601"	"146.157305"	"282.283296"	"974.333229"	"-332.381911"	"1306.715"	"26.683996"	"-37.517182"	"64.201178"	"0.745636"	"1.695678"	"0.046439"	"0.254364"	"-0.57846"	"-0.065293"	"246.181072"	"559.849833"	"15.332568"	"83.981682"	"-190.98595"	"-21.557294"	"0.093021"	"0.172716"	"1.406557"	"0.740232"	"170.4753"	"404.122606"	"0.296686"	"0.703314"
"smallMol_314"	"83.018791"	"6.777779"	"360.18645884"	"279.97307679"	"1.07082437"	"4292.776"	"1534.504"	"2456.284"	"3168.579"	"3.77426691"	"657.4805629"	"1.65489076"	"-0.52148419"	"-1.4368139"	"0.63425822"	"537.768613"	"385.918165"	"151.850447"	"234.067718"	"731.917573"	"-287.99386"	"1019.911"	"24.518167"	"-25.660745"	"50.178912"	"0.717629"	"1.361027"	"0.045592"	"0.282371"	"-0.535535"	"-0.047717"	"207.534676"	"393.602298"	"13.185101"	"81.660404"	"-154.874058"	"-13.799543"	"0.133678"	"0.209562"	"0.38744"	"2.841775"	"66.040031"	"471.728582"	"0.122804"	"0.877196"
"smallMol_315"	"94.090096"	"4.026883"	"349.74272771"	"295.76817694"	"1.23689776"	"7474.94"	"998.49845031"	"4958.572"	"5503.662"	"4.06826271"	"1067.514"	"4.94396027"	"2.76011645"	"3.11267402"	"-2.67128447"	"552.424677"	"316.712236"	"235.712441"	"80.999795"	"961.927556"	"-715.913439"	"1677.841"	"23.461558"	"-60.815667"	"84.277225"	"0.573313"	"1.741283"	"0.04247"	"0.426687"	"-1.295948"	"-0.110089"	"174.959655"	"531.392519"	"12.960744"	"130.213369"	"-395.48825"	"-33.596075"	"0.482818"	"0.186009"	"0.62129"	"6.97557"	"111.822"	"440.602677"	"0.20242"	"0.79758"
"smallMol_316"	"76.696007"	"7.669124"	"357.27002822"	"275.24897891"	"0.97137143"	"9480.683"	"266.15624105"	"6612.456"	"6788.811"	"5.62536977"	"1541.406"	"2.07684616"	"0.23302121"	"2.04009328"	"-0.31146505"	"588.75043"	"481.005852"	"107.744577"	"373.261275"	"844.005249"	"-189.055888"	"1033.061"	"26.251468"	"-20.710401"	"46.961869"	"0.816994"	"1.433554"	"0.044588"	"0.183006"	"-0.321114"	"-0.035177"	"283.192402"	"496.908453"	"15.455563"	"63.434666"	"-111.306735"	"-12.193257"	"0.120046"	"0.221915"	"2.508654"	"5.18346"	"68.260446"	"520.489984"	"0.115941"	"0.884059"
"smallMol_317"	"38.719311"	"2.51293"	"197.58657037"	"152.03791931"	"1.12574546"	"1419.789"	"342.99561758"	"805.18674046"	"1117.958"	"2.72811865"	"195.89170705"	"3.68985183"	"3.68359341"	"0.10948678"	"-0.18482079"	"350.439669"	"212.910065"	"137.529605"	"75.38046"	"380.523875"	"-245.80012"	"626.323995"	"20.028008"	"-50.365961"	"70.393969"	"0.607551"	"1.085847"	"0.057151"	"0.392449"	"-0.701405"	"-0.143722"	"74.612133"	"133.350661"	"7.018609"	"48.195829"	"-86.138113"	"-17.650231"	"0.330548"	"0.239918"	"1.518235"	"9.511327"	"165.353688"	"185.085982"	"0.471846"	"0.528154"
"smallMol_318"	"54.971611"	"3.457502"	"243.53996715"	"189.53118934"	"0.9458232"	"1731.478"	"374.4554743"	"1064.058"	"1313.614"	"3.21037428"	"406.58735928"	"1.22158057"	"-0.12180996"	"-0.8066086"	"-0.90928764"	"406.7649"	"326.545193"	"80.219708"	"246.325485"	"329.131071"	"-80.85488"	"409.985951"	"17.075265"	"-8.737667"	"25.812933"	"0.802786"	"0.809143"	"0.041978"	"0.197214"	"-0.198775"	"-0.021481"	"132.827123"	"133.878967"	"6.945619"	"32.630562"	"-32.888927"	"-3.554176"	"0.1178"	"0.341282"	"3.002097"	"1.608949"	"17.181368"	"389.583533"	"0.042239"	"0.957761"
"smallMol_319"	"124.929413"	"6.510664"	"517.18781302"	"433.19303117"	"1.24558327"	"19901.89"	"2226.748"	"13647.83"	"14313.07"	"5.44626428"	"3628.291"	"4.8669992"	"3.22840685"	"-0.01321783"	"3.64210045"	"754.412595"	"444.792001"	"309.620594"	"135.171406"	"2206.603"	"-1536.02"	"3742.623"	"30.644577"	"-88.432934"	"119.07751"	"0.589587"	"2.924929"	"0.04062"	"0.410413"	"-2.036048"	"-0.117221"	"335.556687"	"1664.689"	"23.118655"	"233.581676"	"-1158.793"	"-66.714919"	"0.286885"	"0.114367"	"0.073833"	"3.994785"	"264.789208"	"489.623387"	"0.350987"	"0.649013"
"smallMol_320"	"138.4375"	"8.544142"	"572.28805085"	"477.56820507"	"1.03783917"	"22484.81"	"3273.587"	"14791.24"	"16615.33"	"5.81012016"	"3848.23"	"2.773633"	"-2.50643444"	"0.51203064"	"1.07175139"	"838.91597"	"633.957538"	"204.958431"	"428.999107"	"1693.479"	"-547.50141"	"2240.981"	"33.066035"	"-30.854491"	"63.920526"	"0.755687"	"2.018652"	"0.039415"	"0.244313"	"-0.65263"	"-0.036779"	"531.837103"	"1420.687"	"27.739625"	"171.942901"	"-459.307676"	"-25.884325"	"0.107624"	"0.140107"	0	"2.491979"	"103.275898"	"735.640072"	"0.123106"	"0.876894"
"smallMol_321"	"85.149284"	"3.272034"	"318.5388873"	"273.2302909"	"1.19230555"	"4666.686"	"1882.893"	"2378.626"	"3546.098"	"3.71137909"	"631.60431087"	"2.14295386"	"-2.06652489"	"0.27306768"	"0.49715202"	"529.365577"	"318.004564"	"211.361012"	"106.643552"	"451.20014"	"-299.888972"	"751.089112"	"18.98928"	"-23.194732"	"42.184011"	"0.600728"	"0.852341"	"0.035872"	"0.399272"	"-0.566506"	"-0.043816"	"168.34067"	"238.849822"	"10.052271"	"111.887244"	"-158.750898"	"-12.278492"	"0.0931"	"0.210293"	"0.652098"	"0.137985"	"62.62617"	"466.739407"	"0.118304"	"0.881696"
"smallMol_322"	"48.161419"	"4.237938"	"242.7958781"	"190.34054058"	"1.08871182"	"1887.957"	"642.0027127"	"982.86678167"	"1478.576"	"2.92934615"	"261.02933373"	"4.0701195"	"-4.02161229"	"-0.42813286"	"0.45739438"	"393.560715"	"284.240658"	"109.320057"	"174.920601"	"638.259868"	"-245.477314"	"883.737182"	"33.043022"	"-42.618251"	"75.661273"	"0.722228"	"1.621757"	"0.083959"	"0.277772"	"-0.623734"	"-0.108289"	"111.865957"	"251.19401"	"13.004435"	"43.02408"	"-96.610227"	"-16.772869"	"0.093814"	"0.175935"	"2.327057"	"5.42901"	"219.75358"	"173.807135"	"0.558373"	"0.441627"
"smallMol_323"	"61.137508"	"2.523018"	"228.96158636"	"187.35968337"	"1.12737165"	"2530.46"	"465.67438653"	"1576.519"	"1923.789"	"3.1200139"	"527.74434211"	"2.83437645"	"0.20891508"	"2.77326643"	"-0.54684338"	"414.163527"	"256.571959"	"157.591568"	"98.980391"	"304.803338"	"-187.216183"	"492.019521"	"19.035485"	"-30.737769"	"49.773253"	"0.619494"	"0.735949"	"0.045961"	"0.380506"	"-0.452034"	"-0.074217"	"106.262747"	"126.238426"	"7.883804"	"65.26868"	"-77.538114"	"-12.730463"	"0.223555"	"0.273362"	"2.051789"	"1.255576"	"78.331325"	"335.832202"	"0.189131"	"0.810869"
"smallMol_324"	"121.679817"	"5.341534"	"462.24588257"	"395.53292831"	"1.15662428"	"10957.61"	"2123.143"	"6810.403"	"8317.451"	"4.62685689"	"1470.055"	"9.14262264"	"-2.12267642"	"8.86375298"	"0.71810628"	"667.402738"	"482.438924"	"184.963814"	"297.475111"	"1694.236"	"-649.558882"	"2343.795"	"40.649338"	"-49.359075"	"90.008413"	"0.72286"	"2.538551"	"0.060907"	"0.27714"	"-0.973264"	"-0.073957"	"321.981059"	"1130.738"	"27.129479"	"123.445356"	"-433.517376"	"-32.942382"	"0.072421"	"0.107474"	"0.594713"	0	"226.534973"	"440.867765"	"0.339428"	"0.660572"
"smallMol_325"	"82.655281"	"2.740006"	"296.16386396"	"254.42620253"	"1.04297432"	"3025.512"	"1278.654"	"1368.318"	"2376.231"	"3.54522708"	"463.05334482"	"0.87404058"	"-0.40948797"	"0.68501961"	"0.35639118"	"483.587116"	"388.476684"	"95.110432"	"293.366252"	"503.730281"	"-123.327793"	"627.058074"	"20.73438"	"-6.237104"	"26.971485"	"0.803323"	"1.041654"	"0.042876"	"0.196677"	"-0.255027"	"-0.012898"	"187.86232"	"243.597474"	"10.026879"	"45.99418"	"-59.639732"	"-3.016183"	"0.101899"	"0.267414"	"0.492224"	0	"7.436419"	"476.150698"	"0.015378"	"0.984622"
"smallMol_326"	"122.96019"	"8.281977"	"477.38003349"	"395.33479949"	"1.12433308"	"15284.15"	"6128.978"	"6444.318"	"12430.27"	"5.64788409"	"2013.256"	"2.40325794"	"0.58732082"	"2.32978242"	"-0.05307391"	"759.345842"	"549.102671"	"210.243171"	"338.8595"	"1981.436"	"-758.662355"	"2740.099"	"46.471104"	"-61.60356"	"108.074664"	"0.723126"	"2.609399"	"0.061199"	"0.276874"	"-0.9991"	"-0.081127"	"416.95883"	"1504.595"	"35.287639"	"159.647277"	"-576.087104"	"-46.778407"	"0.060492"	"0.109484"	"0.606369"	"3.401921"	"239.064963"	"520.280879"	"0.31483"	"0.68517"
"smallMol_327"	"71.433693"	"4.986559"	"301.59458619"	"241.05511156"	"1.11486536"	"5104.464"	"1017.897"	"3129.613"	"3901.918"	"3.73611457"	"495.61777785"	"0.89958082"	"-0.60788458"	"-0.02719874"	"0.66255733"	"510.969616"	"331.702443"	"179.267173"	"152.43527"	"518.027965"	"-279.966062"	"797.994026"	"21.117189"	"-29.088182"	"50.205371"	"0.649163"	"1.013814"	"0.041328"	"0.350837"	"-0.547911"	"-0.056927"	"169.48987"	"264.69655"	"10.790242"	"91.600079"	"-143.054151"	"-14.863177"	"0.160596"	"0.242561"	"0.892128"	"5.717691"	"74.217158"	"436.752458"	"0.145248"	"0.854752"
"smallMol_328"	"170.984344"	"9.002646"	"634.11467278"	"540.39236512"	"1.08474884"	"30123.17"	"4324.994"	"19754.61"	"22326.1"	"5.99222052"	"4327.451"	"4.06362991"	"-0.85867167"	"2.10432458"	"-3.36861827"	"890.360255"	"575.742434"	"314.617822"	"261.124612"	"1474.61"	"-805.809138"	"2280.419"	"33.193908"	"-39.744898"	"72.938807"	"0.64664"	"1.656195"	"0.037281"	"0.35336"	"-0.905037"	"-0.044639"	"512.61818"	"1312.934"	"29.554537"	"280.123204"	"-717.46043"	"-35.387278"	"0.101013"	"0.150615"	"0.487944"	"2.194749"	"123.784094"	"766.576161"	"0.139027"	"0.860973"
"smallMol_329"	"79.834587"	"2.212276"	"295.63544894"	"256.87710675"	"1.1108152"	"2783.511"	"1222.208"	"1411.626"	"2064.33"	"3.27164267"	"404.2129434"	"4.34495149"	"3.00305136"	"-0.0271468"	"3.13999188"	"470.719854"	"358.95243"	"111.767424"	"247.185006"	"609.964332"	"-189.925334"	"799.889666"	"26.384079"	"-24.620965"	"51.005043"	"0.762561"	"1.295812"	"0.05605"	"0.237439"	"-0.403478"	"-0.052305"	"168.966036"	"287.122322"	"12.41951"	"52.611145"	"-89.401625"	"-11.589577"	"0.128514"	"0.227318"	"3.18779"	"3.312456"	"114.359872"	"356.359982"	"0.242947"	"0.757053"
"smallMol_330"	"124.640587"	"6.895448"	"475.66814658"	"412.18984895"	"1.26270211"	"13206.29"	"2709.015"	"8536.927"	"9705.062"	"4.66949355"	"1707.884"	"3.79533502"	"2.29311271"	"3.01722749"	"-0.20625301"	"686.743516"	"358.859941"	"327.883574"	"30.976367"	"1450.404"	"-1325.206"	"2775.61"	"34.177949"	"-64.061305"	"98.239254"	"0.522553"	"2.112002"	"0.049768"	"0.477447"	"-1.929696"	"-0.093283"	"246.444738"	"996.055204"	"23.471485"	"225.171919"	"-910.076632"	"-43.993686"	"0.07596"	"0.089309"	"0.58708"	"2.602793"	"258.590183"	"428.153333"	"0.376546"	"0.623454"
"smallMol_331"	"60.909817"	"3.209476"	"250.03007692"	"199.38503147"	"1.21213711"	"2473.821"	"708.36767223"	"1421.697"	"1896.519"	"3.51454141"	"536.06047726"	"2.15074732"	"-0.93127222"	"-0.82308947"	"-1.75526915"	"444.829765"	"327.525372"	"117.304393"	"210.220978"	"572.151779"	"-204.918191"	"777.06997"	"21.80028"	"-17.359444"	"39.159723"	"0.736294"	"1.286226"	"0.049008"	"0.263706"	"-0.460667"	"-0.039025"	"145.693034"	"254.510142"	"9.697413"	"52.180486"	"-91.153711"	"-7.721997"	"0.111966"	"0.202792"	"0.351554"	"0.487896"	"53.543548"	"391.286217"	"0.120369"	"0.879631"
"smallMol_332"	"85.524307"	"5.578867"	"378.66139463"	"304.59630125"	"1.01579038"	6912	"959.81365872"	"4703.827"	"4972.776"	"4.53420178"	"1291.033"	"2.65753693"	"-1.29245256"	"-0.10175281"	"2.31985243"	"577.418874"	"458.234279"	"119.184596"	"339.049683"	"991.950796"	"-258.001767"	"1249.953"	"29.730366"	"-29.407593"	"59.137959"	"0.793591"	"1.717905"	"0.051488"	"0.206409"	"-0.446819"	"-0.050929"	"264.593121"	"572.771112"	"17.166875"	"68.819435"	"-148.97509"	"-16.980499"	"0.097289"	"0.180201"	"2.479379"	"3.707111"	"131.989255"	"445.42962"	"0.228585"	"0.771415"
"smallMol_333"	"107.54541"	"4.882329"	"424.59467054"	"357.19723655"	"1.1603561"	"7851.97"	"1903.882"	"4875.716"	"5852.868"	"4.33030527"	"1228.563"	"2.09471869"	"-2.05184773"	"-0.41664579"	"0.06460304"	"614.692513"	"367.743884"	"246.94863"	"120.795254"	"1002.849"	"-673.437211"	"1676.287"	"21.333904"	"-41.30025"	"62.634154"	"0.598257"	"1.631465"	"0.034707"	"0.401743"	"-1.095568"	"-0.067188"	"226.049412"	"616.444003"	"13.113791"	"151.797474"	"-413.956812"	"-25.386954"	"0.103625"	"0.12672"	"0.050057"	"1.602158"	"136.596285"	"478.096228"	"0.222219"	"0.777781"
"smallMol_334"	"96.711319"	"3.134259"	"371.54783357"	"326.29990285"	"1.0954646"	"5465.675"	"1264.006"	"3447.324"	"4048.685"	"3.82811869"	"672.59673041"	"4.43032155"	"3.36943651"	"2.67210189"	"-1.06513759"	"547.985005"	"435.488089"	"112.496916"	"322.991173"	"935.380217"	"-241.630989"	"1177.011"	"28.747912"	"-28.324914"	"57.072826"	"0.794708"	"1.706945"	"0.052461"	"0.205292"	"-0.440945"	"-0.051689"	"238.640943"	"512.574333"	"15.753425"	"61.646623"	"-132.410159"	"-15.521628"	"0.101673"	"0.18175"	"2.47018"	"4.556872"	"138.735308"	"409.249697"	"0.253174"	"0.746826"
"smallMol_335"	"94.921318"	"2.714749"	"358.65120385"	"314.76721026"	"1.07836833"	"4993.21"	"1070.126"	"3177.296"	"3700.239"	"3.80487369"	"792.01867425"	"3.36507859"	"2.38140795"	"0.48434465"	"-2.32767273"	"544.899994"	"429.560016"	"115.339979"	"314.220037"	"794.992242"	"-213.461326"	"1008.454"	"24.338885"	"-19.686352"	"44.025237"	"0.788328"	"1.458969"	"0.044667"	"0.211672"	"-0.391744"	"-0.036128"	"234.06725"	"433.191268"	"13.262258"	"62.848754"	"-116.315075"	"-10.727093"	"0.117999"	"0.20921"	"2.826731"	"0.224161"	"83.479379"	"461.420615"	"0.153201"	"0.846799"
"smallMol_336"	"88.434196"	"2.802086"	"334.03490356"	"292.5943833"	"1.1188868"	"3920.748"	"1285.986"	"2225.512"	"2960.676"	"3.44305267"	"443.98572085"	"5.62072908"	"4.34819568"	"-2.77527662"	"2.2324044"	"505.917423"	"359.778797"	"146.138627"	"213.64017"	"726.329241"	"-295.028066"	"1021.357"	"22.545003"	"-34.281116"	"56.826118"	"0.711141"	"1.435668"	"0.044563"	"0.288859"	"-0.583155"	"-0.06776"	"182.018362"	"367.462618"	"11.40591"	"73.934077"	"-149.259839"	"-17.343414"	"0.108174"	"0.191788"	"2.187043"	"2.013836"	"123.244656"	"382.672767"	"0.243606"	"0.756394"
"smallMol_337"	"91.213318"	"2.685414"	"356.11069071"	"308.65470764"	"1.10611302"	"4686.893"	"1330.702"	"2774.462"	"3535.33"	"3.67072577"	"590.95200968"	"6.11086389"	"6.00817536"	"0.16320471"	"1.10356268"	"535.992257"	"388.489753"	"147.502503"	"240.98725"	"765.089752"	"-290.490928"	"1055.581"	"22.296729"	"-33.936527"	"56.233256"	"0.724805"	"1.427427"	"0.041599"	"0.275195"	"-0.541969"	"-0.063315"	"208.2275"	"410.082182"	"11.950874"	"79.0602"	"-155.700888"	"-18.189716"	"0.110889"	"0.196601"	"2.750606"	"2.232898"	"131.762585"	"404.229672"	"0.245829"	"0.754171"
"smallMol_338"	"93.493797"	"4.75154"	"388.1106206"	"312.49716585"	"1.07350092"	"7818.237"	"1561.244"	"4776.906"	"5989.033"	"4.57762225"	"1129.586"	"2.16140138"	"0.7014235"	"-1.44517786"	"1.44607121"	"606.535407"	"460.115217"	"146.420189"	"313.695028"	"1234.705"	"-392.913562"	"1627.619"	"24.52286"	"-49.931558"	"74.454418"	"0.758596"	"2.035669"	"0.040431"	"0.241404"	"-0.6478"	"-0.082323"	"279.076171"	"748.892489"	"14.873983"	"88.809029"	"-238.315987"	"-30.285258"	"0.52744"	"0.211469"	"0.271484"	"6.616176"	"89.934724"	"516.600683"	"0.148276"	"0.851724"
"smallMol_339"	"89.460159"	"6.338667"	"390.2634652"	"316.50191684"	"1.00292913"	"8453.594"	"673.5873406"	"5858.328"	"6057.188"	"4.8610278"	"1344.622"	"2.41050498"	"1.68393428"	"-0.5666804"	"1.62904048"	"597.160654"	"443.819613"	"153.341041"	"290.478571"	"866.368984"	"-299.332998"	"1165.702"	"22.80221"	"-26.918253"	"49.720463"	"0.743216"	"1.450814"	"0.038184"	"0.256784"	"-0.50126"	"-0.045077"	"265.03161"	"517.361469"	"13.616583"	"91.569236"	"-178.749889"	"-16.074522"	"0.144068"	"0.175804"	"0.382758"	"0.115354"	"110.258898"	"486.901756"	"0.184639"	"0.815361"
"smallMol_340"	"103.316406"	"6.219461"	"437.07419764"	"359.23699166"	"1.12861704"	"22312.28"	"640.00253105"	"15619.33"	"15920.57"	"5.91014579"	"2302.008"	"5.86272008"	"0.02985273"	"-5.85963469"	"-0.18782123"	"692.290546"	"454.620182"	"237.670364"	"216.949818"	"1110.274"	"-580.438706"	"1690.713"	"30.73292"	"-43.114489"	"73.84741"	"0.65669"	"1.603769"	"0.044393"	"0.34331"	"-0.838432"	"-0.062278"	"314.729254"	"768.632477"	"21.27611"	"164.536946"	"-401.832228"	"-29.847753"	"0.086257"	"0.159317"	"1.773247"	"3.448189"	"186.426093"	"505.864453"	"0.269289"	"0.730711"
"smallMol_341"	"132.375977"	"8.203384"	"532.44120353"	"432.13252893"	"1.08766862"	"21486.46"	"2847.812"	"14232.83"	"15842.49"	"5.88138819"	"2184.971"	"2.01806505"	"-0.54146032"	"-0.74981709"	"1.79365035"	"821.632648"	"583.066383"	"238.566265"	"344.500118"	"1441.585"	"-589.836244"	"2031.422"	"31.125154"	"-25.777613"	"56.902767"	"0.709644"	"1.754538"	"0.037882"	"0.290356"	"-0.717883"	"-0.031374"	"479.066376"	"1184.454"	"25.573443"	"196.013832"	"-484.628716"	"-21.179728"	"0.139733"	"0.14922"	"0.944975"	0	"56.790211"	"764.842438"	"0.069119"	"0.930881"
"smallMol_342"	"78.481575"	"3.624324"	"292.04210991"	"249.62190353"	"1.01491492"	"2993.85"	"826.97907529"	"1753.374"	"2281.43"	"3.54067038"	"524.47480335"	"0.96896181"	"-0.36093475"	"0.09879554"	"0.8937855"	"480.210821"	"367.883622"	"112.327199"	"255.556423"	"466.582825"	"-142.463351"	"609.046176"	"20.388633"	"-9.135085"	"29.523718"	"0.766088"	"0.971621"	"0.042458"	"0.233912"	"-0.296668"	"-0.019023"	"176.661696"	"224.058121"	"9.790842"	"53.940737"	"-68.412443"	"-4.386767"	"0.085074"	"0.289732"	0	"2.297232"	"9.678561"	"470.53226"	"0.020155"	"0.979845"
"smallMol_343"	"62.166935"	"3.672186"	"273.61988356"	"221.19576864"	"1.00949488"	"2696.954"	"438.1393244"	"1866.676"	"1896.607"	"3.49162394"	"658.84927103"	"18.69496342"	"-18.40470675"	"2.29784232"	"-2.34272216"	"445.558893"	"368.772066"	"76.786826"	"291.98524"	"712.458944"	"-71.563533"	"784.022477"	"21.928411"	"-13.969278"	"35.897689"	"0.827662"	"1.599023"	"0.049216"	"0.172338"	"-0.160615"	"-0.031352"	"164.309674"	"317.442418"	"9.770399"	"34.213053"	"-31.885769"	"-6.224136"	"0.189524"	"0.347952"	"0.778175"	0	"57.46473"	"388.094163"	"0.128972"	"0.871028"
"smallMol_344"	"119.842316"	"9.222219"	"549.46276177"	"448.30147541"	"1.06086421"	"14690.6"	"1856.267"	"9963.902"	"10634.32"	"5.30607344"	"3382.429"	"6.41424531"	"-0.78307146"	"2.83921298"	"5.69808842"	"762.078159"	"642.18853"	"119.889629"	"522.298902"	"2760.972"	"-515.443307"	"3276.416"	"45.552562"	"-32.480087"	"78.032649"	"0.842681"	"3.622951"	"0.059774"	"0.157319"	"-0.676365"	"-0.04262"	"489.397853"	"2104.077"	"34.714613"	"91.365267"	"-392.808087"	"-24.752365"	"0.049091"	"0.090148"	"1.025867"	"1.642038"	"134.371902"	"627.706257"	"0.176323"	"0.823677"
"smallMol_345"	"75.202606"	"2.29757"	"279.4599914"	"236.79821327"	"1.12460306"	"2736.067"	"1087.061"	"1432.062"	"2062.416"	"3.47862566"	"461.68399253"	"1.66732259"	"0.91475443"	"-0.60886775"	"-1.25398127"	"478.44723"	"357.770686"	"120.676544"	"237.094142"	"577.136601"	"-194.668969"	"771.80557"	"20.04346"	"-16.375467"	"36.418926"	"0.747775"	"1.20627"	"0.041893"	"0.252225"	"-0.406877"	"-0.034226"	"171.174394"	"276.129408"	"9.589738"	"57.737358"	"-93.138829"	"-7.834797"	"0.160573"	"0.197421"	"0.504174"	"0.431796"	"55.705994"	"422.741236"	"0.116431"	"0.883569"
