"Ligand"	"logS"	"pmi"	"rgyr"	"ASA"	"ASA+"	"ASA-"	"ASA_H"	"ASA_P"	"CASA+"	"CASA-"	"DASA"	"DCASA"	"FASA+"	"FASA-"	"FASA_H"	"FASA_P"	"FCASA+"	"FCASA-"	"VSA"	"vsurf_A"	"vsurf_CP"	"vsurf_CW1"	"vsurf_CW2"	"vsurf_CW3"	"vsurf_CW4"	"vsurf_CW5"	"vsurf_CW6"	"vsurf_CW7"	"vsurf_CW8"	"vsurf_D1"	"vsurf_D2"	"vsurf_D3"	"vsurf_D4"	"vsurf_D5"	"vsurf_D6"	"vsurf_D7"	"vsurf_D8"	"vsurf_DD12"	"vsurf_DD13"	"vsurf_DD23"	"vsurf_DW12"	"vsurf_DW13"	"vsurf_DW23"	"vsurf_EDmin1"	"vsurf_EDmin2"	"vsurf_EDmin3"	"vsurf_EWmin1"	"vsurf_EWmin2"	"vsurf_EWmin3"	"vsurf_G"	"vsurf_HB1"	"vsurf_HB2"	"vsurf_HB3"	"vsurf_HB4"	"vsurf_HB5"	"vsurf_HB6"	"vsurf_HB7"	"vsurf_HB8"	"vsurf_HL1"	"vsurf_HL2"	"vsurf_ID1"	"vsurf_ID2"	"vsurf_ID3"	"vsurf_ID4"	"vsurf_ID5"	"vsurf_ID6"	"vsurf_ID7"	"vsurf_ID8"	"vsurf_IW1"	"vsurf_IW2"	"vsurf_IW3"	"vsurf_IW4"	"vsurf_IW5"	"vsurf_IW6"	"vsurf_IW7"	"vsurf_IW8"	"vsurf_R"	"vsurf_S"	"vsurf_V"	"vsurf_W1"	"vsurf_W2"	"vsurf_W3"	"vsurf_W4"	"vsurf_W5"	"vsurf_W6"	"vsurf_W7"	"vsurf_W8"	"vsurf_Wp1"	"vsurf_Wp2"	"vsurf_Wp3"	"vsurf_Wp4"	"vsurf_Wp5"	"vsurf_Wp6"	"vsurf_Wp7"	"vsurf_Wp8"	"glob"	"vol"	"MoE_logP"
"smallMol_303"	"-2.3015499"	"2102.9009"	"3.0019319"	"475.78885"	"337.30838"	"138.48047"	"425.89331"	"49.89555"	"383.51962"	"157.17534"	"198.82791"	"226.3443"	"0.70894551"	"0.29105446"	"0.89513087"	"0.1048691"	"0.8060711"	"0.33034682"	"284.85733"	"1.6304442"	"0.46197042"	"2.588788"	"1.7066244"	"0.61862385"	"0.21832047"	"0.10729049"	"0.039212424"	"0.012176287"	"0.001365975"	669	"398.125"	316	"286.875"	"255.375"	"194.625"	"100.375"	"44.375"	"0.5"	"0.5"	"0.70710677"	"0.5"	"0.70710677"	"0.86602539"	"-2.634161"	"-2.593621"	"-2.5743191"	"-6.1385536"	"-6.1121573"	"-6.001811"	"1.2298763"	164	"163.75"	"93.625"	33	"14.25"	5	"1.125"	"0.375"	"0.051424049"	"0.018300654"	"0.36999369"	"0.26836082"	"0.25191972"	"0.36578539"	"0.45900306"	"0.81928754"	"1.1673601"	"1.4258355"	"0.52262264"	"1.28962"	"2.2093167"	"2.0396311"	"1.5027256"	"3.087429"	"4.8416734"	"4.7774301"	"1.4269017"	"428.37567"	"611.25"	837	"371.5"	"128.25"	"39.75"	"16.25"	"5.25"	"1.125"	"0.375"	673	"207.75"	"34.625"	"6.75"	2	"0.25"	0	0	"0.49081177"	"260.25"	"3.401"
"smallMol_304"	"-1.72841"	"6203.1362"	"4.021986"	"599.84601"	"456.7778"	"143.06819"	"446.79074"	"153.05524"	"1235.584"	"386.57025"	"313.70959"	"849.01367"	"0.76149178"	"0.23850821"	"0.74484247"	"0.25515756"	"2.0598352"	"0.64444917"	"387.78256"	"2.8495097"	"0.079812452"	"2.604008"	"2.0848637"	"1.4262457"	"0.71248198"	"0.35659349"	"0.13314752"	"0.044243034"	"0.013461894"	"710.375"	"413.875"	314	258	"212.375"	"147.875"	"78.5"	"42.75"	"0.70710677"	"1.118034"	"0.5"	"1.2247449"	"0.70710677"	"0.70710677"	"-2.592267"	"-2.5659442"	"-2.5624614"	"-7.4512091"	"-7.1257153"	"-7.0548291"	"1.3314669"	"294.375"	"424.625"	"339.75"	"141.375"	56	"20.875"	"7.5"	"1.75"	"0.19785032"	"0.086240306"	"0.71392524"	"0.67960984"	"0.57301039"	"0.62914437"	"0.77828425"	"1.1487986"	"1.8137122"	"1.7860352"	"0.36449832"	"0.75462675"	"1.1295131"	"1.8642898"	"2.3154826"	"2.9345164"	"3.6132374"	"4.1730218"	"1.4330364"	"548.224"	"785.625"	"1236.125"	"770.75"	419	161	"62.125"	"22.25"	"7.5"	"1.75"	"941.75"	"346.125"	"79.25"	"19.625"	"6.125"	"1.375"	0	0	"0.085303381"	"352.25"	"-0.59600002"
"smallMol_305"	"-0.23438001"	"625.11182"	"2.1999006"	"319.94623"	"270.21036"	"49.735847"	"270.21036"	"49.735847"	"419.63672"	"77.190033"	"220.47453"	"342.44669"	"0.84454936"	"0.15545064"	"0.84454936"	"0.15545064"	"1.3115852"	"0.24125941"	"161.76416"	"4.4347749"	"0.13976596"	"2.9821227"	"2.1952229"	"1.4841582"	"0.71026033"	"0.3463228"	"0.14687708"	"0.052806552"	"0.0037724557"	"375.625"	"217.375"	"169.375"	"141.75"	"115.25"	"92.5"	"44.75"	"28.125"	"0.5"	"6.5"	"6.5192022"	"0.5"	"6.0207973"	"6.041523"	"-2.220329"	"-2.2152259"	"-2.2150302"	"-6.1071949"	"-6.1033316"	"-6.0974879"	"1.1761959"	"76.125"	75	"78.25"	"30.5"	15	"5.125"	"0.75"	"-0.25"	"0.20590405"	"0.09259259"	"0.9760552"	"1.0170436"	"1.3786856"	"1.6621461"	"1.8612049"	"1.5195725"	"0.38090089"	"0.18355589"	"0.88954806"	"1.8819281"	"2.4158058"	"2.7164536"	"3.1286426"	"3.4954257"	"3.7881331"	"3.9979086"	"1.2250928"	"276.20358"	"338.375"	"693.5"	410	"222.5"	"86.375"	"34.875"	"13.125"	"3.5"	"0.75"	"617.375"	335	"144.25"	"55.875"	"19.875"	8	"2.75"	1	"0.033337031"	"129.75"	"-0.015"
"smallMol_306"	"-1.51406"	"1091.6606"	"2.7046158"	"379.19458"	"245.1066"	"134.08798"	"373.53683"	"5.6577506"	"181.62399"	"99.627373"	"111.01862"	"81.99662"	"0.6463874"	"0.3536126"	"0.98507959"	"0.014920441"	"0.47897306"	"0.26273417"	"209.50255"	"4.6791487"	"0.41255152"	"2.7027259"	"1.5719897"	"0.49978593"	"0.24022581"	"0.11426809"	"0.035895545"	"0.00053597213"	0	"523.625"	304	"243.25"	"226.25"	"208.25"	"151.125"	"64.25"	"20.875"	"0.70710677"	"0.70710677"	"1.4142135"	"0.5"	"0.5"	"0.70710677"	"-2.1108377"	"-2.0326385"	"-2.029814"	"-5.1580338"	"-4.9771752"	"-4.8298812"	"1.1912838"	"104.125"	"90.875"	"53.25"	"20.125"	"8.625"	"2.75"	"0.125"	0	"0.051901337"	"0.014917127"	"0.91676491"	"0.67593479"	"0.67389089"	"0.76448351"	"0.91482908"	"1.5438046"	"1.4016215"	"1.156588"	"0.39206514"	"1.9419647"	"3.852577"	"4.0627203"	"4.06532"	"4.32968"	"4.274559"	0	"1.3264576"	"336.42236"	"446.25"	"665.25"	"267.625"	"88.75"	"32.75"	"12.625"	"3.375"	"0.125"	0	"561.125"	"176.75"	"35.5"	"12.625"	4	"0.625"	0	0	"0.10955518"	"177.625"	"2.237"
"smallMol_307"	"-3.5188999"	"6185.6489"	"4.0323701"	"608.58588"	"415.15549"	"193.4304"	"476.02979"	"132.55611"	"1167.8324"	"544.70001"	"221.72507"	"623.13232"	"0.68216413"	"0.31783584"	"0.78218997"	"0.21781002"	"1.9189278"	"0.89502573"	"372.68619"	"5.215939"	"0.10612036"	"2.5700936"	"1.8284779"	"1.1768978"	"0.65277576"	"0.33071119"	"0.13527876"	"0.039490718"	"0.0076508"	804	"468.75"	"366.5"	321	"279.875"	204	"104.5"	"55.75"	"0.5"	"0.5"	1	"0.5"	"0.5"	"0.70710677"	"-2.7874081"	"-2.779844"	"-2.7749274"	"-7.2908235"	"-7.078825"	"-7.0194359"	"1.3403932"	"248.375"	"328.625"	"302.125"	"146.25"	"59.875"	"21.5"	"6.5"	"1.375"	"0.16780354"	"0.067367598"	"1.711743"	"1.7572157"	"1.7838669"	"1.9486514"	"2.0993023"	"2.1254523"	"2.8840425"	"2.5764549"	"0.39426062"	"1.5995723"	"2.4362502"	"3.0928698"	"3.4721775"	"3.7103086"	"3.9942634"	"4.1011829"	"1.4262812"	"554.06323"	"790.25"	"1219.125"	"676.125"	"375.25"	153	"61.5"	"21.625"	"6.5"	"1.375"	"970.75"	"347.5"	"73.125"	"6.75"	"1.625"	"0.125"	0	0	"0.05576947"	"337.375"	"1.4450001"
"smallMol_308"	"-1.50283"	"416.20755"	"1.9093044"	"281.00439"	"203.53589"	"77.468521"	"262.85837"	"18.14603"	"135.75844"	"51.439098"	"126.06736"	"84.319336"	"0.72431564"	"0.27568436"	"0.93542439"	"0.064575613"	"0.48311853"	"0.18305442"	"138.17419"	"4.9517117"	"0.41879281"	"2.9112098"	"1.9287037"	"1.0292424"	"0.26344952"	"0.15137829"	"0.079210781"	"0.021647535"	0	"414.125"	"231.5"	182	"159.375"	141	"104.875"	"45.875"	23	"0.5"	"0.70710677"	"0.5"	"0.70710677"	"1.118034"	"1.5"	"-2.1322184"	"-2.1271036"	"-2.1244223"	"-5.3631921"	"-5.3575191"	"-5.3418818"	"1.1372476"	128	"143.375"	"108.375"	"30.5"	"13.875"	"5.75"	"1.75"	0	"0.076236263"	"0.036078431"	"0.74023187"	"0.74592996"	"0.91448647"	"1.1981256"	"1.525068"	"1.5387336"	"1.3293786"	"0.8746509"	"0.5810163"	"1.7731872"	"2.5160394"	"4.0745039"	"4.1282597"	"4.0890083"	"4.122808"	0	"1.2279418"	"250.82622"	308	"579.625"	"285.375"	"122.75"	"30.5"	"13.875"	"5.75"	"1.75"	0	"451.625"	142	"14.375"	0	0	0	0	0	"0.046995301"	"108.5"	"0.88800001"
"smallMol_309"	"-3.2193"	"2046.3242"	"2.7930624"	"464.00143"	"307.25287"	"156.74857"	"397.52032"	"66.481117"	"565.03802"	"288.73083"	"150.5043"	"276.30719"	"0.66218084"	"0.33781913"	"0.85672218"	"0.14327784"	"1.2177507"	"0.62226284"	"293.03448"	"3.2040751"	"0.12260854"	"2.6750894"	"1.943741"	"1.2826879"	"0.61772525"	"0.31677809"	"0.1484645"	"0.072852604"	"0.03276277"	554	"324.875"	"262.625"	"230.5"	"190.875"	"140.375"	"64.625"	"36.875"	"0.5"	"6.7268119"	"6.9641943"	"0.70710677"	"0.5"	"0.5"	"-2.9571316"	"-2.895669"	"-2.8185496"	"-7.0279522"	"-6.8729792"	"-6.8499236"	"1.2185994"	"228.875"	"299.75"	"235.5"	"100.125"	"43.875"	"20.125"	"9.375"	"3.25"	"0.18657783"	"0.091648594"	"0.72968853"	"0.69526881"	"0.69486713"	"0.70907098"	"0.83805698"	"1.1128153"	"1.3052087"	"1.7404279"	"0.31757775"	"0.74222827"	"1.2563441"	"1.8900145"	"2.6668222"	"3.6908801"	"4.6199379"	"4.5986614"	"1.4334989"	"420.56192"	"602.875"	"941.625"	"547.5"	"293.625"	"114.875"	49	"21.125"	"9.375"	"3.25"	"712.75"	"247.75"	"58.125"	"14.75"	"5.125"	1	0	0	"0.2832956"	"259.75"	"1.727"
"smallMol_310"	"-3.2484901"	"17737.711"	"6.2475128"	"754.64923"	"494.99796"	"259.65131"	"471.18295"	"283.46628"	"1832.4824"	"960.96948"	"235.34663"	"871.51294"	"0.65593112"	"0.34406886"	"0.62437344"	"0.37562653"	"2.428257"	"1.2733989"	"461.82544"	"1.4824814"	"0.036361407"	"2.8205478"	"2.5897822"	"1.9602262"	"1.0191519"	"0.62405652"	"0.36938083"	"0.20565909"	"0.10060395"	"896.5"	"542.625"	"391.625"	"311.625"	"261.125"	"214.5"	"165.125"	"109.625"	"0.5"	"0.5"	"0.70710677"	"9.0138779"	"0.5"	"9.0553856"	"-2.8958325"	"-2.8695748"	"-2.8120902"	"-8.5331764"	"-8.4878044"	"-8.3395929"	"1.4480928"	"461.875"	"573.375"	"514.875"	"264.5"	"148.75"	"84.875"	"44.375"	"19.375"	"0.44845197"	"0.29121539"	"0.8277511"	"0.89090037"	"0.91583782"	"0.998631"	"1.1629775"	"1.2812928"	"1.418048"	"1.845831"	"0.53161412"	"0.63272661"	"0.84736931"	"1.0875003"	"1.5548297"	"2.4452221"	"3.5632119"	"4.7163906"	"1.3999361"	"673.06647"	"942.25"	"1944.875"	1357	"799.125"	"342.625"	"175.625"	"90.75"	"44.5"	"19.375"	1483	"783.625"	"284.25"	"78.125"	"26.875"	"5.875"	"0.125"	0	"0.037325192"	"403.5"	"-0.44040999"
"smallMol_311"	"-0.71042001"	"2026.697"	"3.0976331"	"399.82132"	"240.48738"	"154.03377"	"213.09166"	"186.72966"	"436.24411"	"279.57129"	"86.453606"	"156.67281"	"0.60148716"	"0.38525653"	"0.53296721"	"0.46703276"	"1.0910977"	"0.69924062"	"229.08073"	"3.5914204"	"0.068187326"	"2.9342477"	"2.5730774"	"1.595872"	"0.89653718"	"0.50624859"	"0.28015625"	"0.14936769"	"0.048966538"	"438.5"	"249.625"	"182.375"	"153.25"	129	"108.875"	"65.5"	"28.375"	"1.118034"	"0.5"	"0.70710677"	"0.5"	"0.5"	1	"-2.0226197"	"-1.9838377"	"-1.9744582"	"-8.3497963"	"-8.0972395"	"-8.0028782"	"1.2136045"	"265.25"	"317.625"	"224.5"	116	"58.875"	"31.5"	"14.375"	"5.75"	"0.38862234"	"0.21533442"	"1.4067681"	"1.4019381"	"1.3699019"	"1.5008494"	"1.6396149"	"1.780213"	"2.0285156"	"2.4686031"	"0.49197319"	"1.0445275"	"1.7778373"	"2.0909097"	"2.2225113"	"2.3481476"	"2.0887792"	"1.5874044"	"1.335827"	"360.7316"	"481.875"	"957.75"	"627.875"	"338.875"	"152.875"	"70.875"	33	"14.375"	"5.75"	"692.5"	"310.25"	"114.375"	"36.875"	12	"1.5"	0	0	"0.13510311"	"198.125"	"-1.69673"
"smallMol_312"	"-2.2237301"	"2099.6526"	"2.9998953"	"463.2713"	"342.60559"	"120.66572"	"430.5202"	"32.751095"	"465.94357"	"163.74338"	"221.93987"	"302.2002"	"0.73953551"	"0.26046449"	"0.92930472"	"0.070695281"	"1.0057683"	"0.3534503"	"273.88373"	"2.9580028"	"0.33293509"	"2.58078"	"1.6134868"	"0.72662723"	"0.30640411"	"0.13929947"	"0.035563286"	"0.0040294505"	0	"643.875"	"368.75"	297	266	"234.25"	"171.75"	"68.125"	"31.75"	"0.70710677"	"0.5"	"1.118034"	"0.5"	"0.5"	1	"-2.3526564"	"-2.3444211"	"-2.3422508"	"-5.4188108"	"-5.3474331"	"-5.3046207"	"1.2398202"	"145.625"	"167.125"	"120.25"	"48.375"	"18.25"	"4.625"	"0.5"	0	"0.06144781"	"0.017387219"	"0.75138324"	"0.69210112"	"0.681593"	"0.83041859"	"1.0479901"	"1.5422933"	"1.3781769"	"1.2374192"	"0.15895002"	"1.1580026"	"2.0576754"	"2.3395495"	"2.3153727"	"3.0574701"	"4.1352649"	0	"1.394401"	"419.08676"	"584.375"	"818.25"	"365.75"	"147.875"	"51.5"	"18.25"	"4.625"	"0.5"	0	"672.625"	"198.625"	"27.625"	"3.125"	0	0	0	0	"0.17511556"	245	"2.4960001"
"smallMol_313"	"-3.8721199"	"5278.4609"	"3.7544048"	"570.78442"	"394.45428"	"176.33015"	"420.01514"	"150.76932"	"895.41125"	"399.38779"	"218.12413"	"496.02344"	"0.69107401"	"0.30892599"	"0.73585594"	"0.26414406"	"1.568738"	"0.6997174"	"386.42706"	"3.5446551"	"0.081617437"	"2.7068052"	"2.2618082"	"1.4943249"	"0.75710875"	"0.34966192"	"0.10650189"	"0.011316173"	"0.000029262952"	"644.5"	"367.5"	"277.75"	235	"199.75"	"152.125"	"80.5"	"35.625"	"0.86602539"	"0.5"	"0.70710677"	"0.70710677"	"0.5"	"0.5"	"-2.2537603"	"-2.16817"	"-2.1450675"	"-6.135561"	"-5.6899352"	"-5.6481109"	"1.2557691"	"367.5"	442	"343.875"	"136.625"	"50.625"	"13.75"	"1.875"	"0.125"	"0.20252025"	"0.061702128"	"1.1075953"	"1.1819739"	"1.3953524"	"1.5819869"	"1.7857381"	"1.7148952"	"1.5327322"	"2.2983956"	"0.30442357"	"0.93295491"	"1.3135411"	"1.7753533"	"2.1904113"	"2.8520226"	"5.6470938"	"6.2944198"	"1.5205473"	"517.82343"	"787.375"	"1239.5"	"780.875"	"416.5"	"155.625"	"56.25"	"14.5"	"1.875"	"0.125"	872	"338.875"	"72.625"	19	"5.625"	"0.75"	0	0	"0.17696244"	"367.375"	"2.148"
"smallMol_314"	"-2.58887"	"3579.6836"	"3.4554536"	"541.40765"	"368.83322"	"172.57443"	"485.0755"	"56.332165"	"663.16211"	"310.80655"	"196.25879"	"352.35559"	"0.68124861"	"0.31875136"	"0.8959524"	"0.1040476"	"1.224885"	"0.57407123"	"346.55429"	"3.8620446"	"0.2216482"	"2.5888834"	"1.8313937"	"1.0212058"	"0.4343591"	"0.18800686"	"0.053906307"	"0.02382537"	"0.0039615538"	"716.25"	"430.125"	"336.875"	"296.125"	"258.5"	"198.375"	"105.125"	"56.5"	"0.5"	"0.86602539"	"1.2247449"	"0.5"	"0.70710677"	"0.5"	"-2.8890188"	"-2.7259798"	"-2.6715422"	"-6.5075574"	"-6.4338489"	"-6.3566966"	"1.2770588"	152	"165.875"	"124.375"	"48.125"	"19.375"	"6.75"	"3.375"	"0.375"	"0.093506493"	"0.03039257"	"0.81295013"	"0.71783465"	"0.81527692"	"1.0330031"	"1.2657899"	"1.5396292"	"1.0133426"	"1.5017959"	"0.32618195"	"1.3468882"	"2.0935016"	"2.6455033"	"3.1180561"	"5.0727954"	"5.5957437"	"5.589581"	"1.4465545"	"492.89536"	713	"1046.25"	"562.25"	254	"83.875"	"31.5"	9	"3.375"	"0.375"	"894.25"	"396.375"	"129.625"	"35.75"	"12.125"	"2.25"	0	0	"0.21349673"	"297.375"	"1.71"
"smallMol_315"	"-4.52349"	"5730.4673"	"3.9577544"	"554.4942"	"301.47513"	"253.01907"	"465.50006"	"88.994164"	"569.48657"	"478.20605"	"48.456062"	"91.280479"	"0.5436939"	"0.45630607"	"0.83950388"	"0.1604961"	"1.0270379"	"0.86241847"	"345.25757"	"4.5663714"	"0.12935764"	"2.661799"	"2.1004927"	"1.3117357"	"0.6392566"	"0.28424233"	"0.072277717"	"0.0064616525"	0	"830.125"	"470.125"	"348.5"	"297.625"	"257.5"	"208.125"	"114.875"	"63.25"	"6.6708322"	"6.8738637"	"0.5"	"0.5"	"0.86602539"	"0.70710677"	"-2.7691951"	"-2.691164"	"-2.6566045"	"-5.59552"	"-5.3368211"	"-5.3266597"	"1.2838365"	"147.625"	"216.125"	194	"87.75"	"28.625"	"7.125"	"0.75"	0	"0.12912482"	"0.031499371"	"1.1242006"	"1.3709925"	"1.6069326"	"2.0094666"	"2.3794491"	"2.6033835"	"2.0585561"	"1.8251561"	"0.28942594"	"1.5615494"	"2.5699275"	"3.0077507"	"2.9872143"	"3.0019045"	"3.8584967"	0	"1.4549671"	"506.62656"	"737.125"	"1213.75"	"709.625"	"364.25"	134	45	"9.375"	"0.75"	0	"1066.125"	"493.5"	"170.25"	"46.25"	"16.375"	"2.25"	0	0	"0.10614607"	"313.75"	"2.276"
"smallMol_316"	"-1.83175"	"6833.7119"	"5.0556011"	"594.51422"	"454.05716"	"140.45703"	"537.82007"	"56.694126"	"790.51349"	"245.37845"	"313.60013"	"545.13507"	"0.76374483"	"0.23625514"	"0.90463787"	"0.095362112"	"1.3296798"	"0.41273773"	"345.71951"	"3.2455215"	"0.10936936"	"2.6260862"	"1.8310159"	"0.90279293"	"0.46690571"	"0.24661858"	"0.092726387"	"0.05138908"	"0.022275655"	"732.875"	"438.875"	"347.75"	"308.5"	"271.75"	"178.125"	"110.5"	"43.75"	2	"0.70710677"	"2.5495098"	"0.5"	"0.5"	"0.70710677"	"-2.0801642"	"-2.0676615"	"-2.0592163"	"-7.8571591"	"-7.7660179"	"-7.6025882"	"1.3773438"	"233.5"	"275.25"	"203.125"	"88.5"	"38.125"	"15.125"	"8.125"	"3.125"	"0.13156003"	"0.054294977"	"0.51172996"	"0.50025868"	"0.42372242"	"0.49480435"	"0.59926414"	"0.82690597"	"1.1240816"	"1.3384595"	"0.18789372"	"0.78224856"	"1.1931381"	"1.7661791"	"2.9492552"	"4.7832713"	"5.0275621"	"5.563971"	"1.3433433"	"533.27771"	"716.375"	"1104.125"	"588.875"	264	"108.625"	"45.75"	"16.75"	"8.125"	"3.125"	"870.625"	"313.625"	"60.875"	"20.125"	"7.625"	"1.625"	0	0	"0.018000616"	"293.875"	"1.8789999"
"smallMol_317"	"-0.77434999"	"1133.0702"	"2.5729558"	"349.56674"	"237.28485"	"112.28189"	"213.91075"	"135.65599"	"377.5202"	"178.30363"	"125.00296"	"199.21655"	"0.67879701"	"0.32120302"	"0.61193109"	"0.38806891"	"1.0799659"	"0.51007038"	"190.4256"	"1.9424207"	"0.20013574"	"2.9860139"	"2.6038773"	"1.96316"	"0.6099385"	"0.2224661"	"0.052934244"	0	0	"450.875"	"262.625"	"191.875"	"147.625"	"111.875"	"83.75"	"55.125"	40	"0.5"	"6.1032777"	"6.0827627"	"0.5"	"0.5"	1	"-2.5229142"	"-2.5139992"	"-2.5131052"	"-4.8030324"	"-4.8024693"	"-4.7311444"	"1.1805931"	"252.125"	"361.75"	"247.5"	"68.375"	"20.75"	5	0	0	"0.11726385"	"0.034716342"	"0.2484431"	"0.26905382"	"0.18154484"	"0.37250724"	"0.56351399"	"0.73615694"	"1.0464036"	"1.2268524"	"0.19545634"	"0.35421178"	"0.47609061"	"0.77296835"	"1.8118345"	"3.8339784"	0	0	"1.3030473"	"315.99008"	"411.75"	"855.5"	"562.375"	"288.75"	"74.375"	"22.5"	"5.125"	0	0	"603.375"	"200.625"	"41.25"	6	"1.75"	"0.125"	0	0	"0.084867723"	"154.625"	"0.0089999996"
"smallMol_318"	"-1.77477"	"1376.0637"	"2.7706008"	"409.32697"	"283.06473"	"126.26221"	"394.59622"	"14.730717"	"285.32925"	"126.76727"	"156.80252"	"158.56198"	"0.69153702"	"0.30846301"	"0.96401232"	"0.035987653"	"0.69706929"	"0.30969685"	"239.50217"	"4.6481972"	"0.37458265"	"2.7456105"	"1.7969651"	"0.85124153"	"0.35047165"	"0.11792614"	"0.015844766"	0	0	526	"299.875"	242	"218.25"	"194.75"	"143.375"	"60.5"	21	"0.5"	1	"0.5"	"0.70710677"	"0.5"	"0.86602539"	"-2.3635564"	"-2.3635283"	"-2.286164"	"-4.720716"	"-4.6209574"	"-4.5921507"	"1.201732"	"124.5"	"124.375"	86	"23.875"	"6.125"	1	0	0	"0.049586777"	"0.0063001146"	"1.1700631"	"1.0284624"	"0.9416635"	"1.1452092"	"1.3874409"	"1.8020478"	"1.9850496"	"1.8154691"	"0.87550527"	"2.3093047"	"3.4000156"	"3.6125298"	"3.7335184"	"4.7729158"	0	0	"1.364477"	"365.43304"	"498.625"	"786.875"	"378.75"	"157.125"	46	12	"1.375"	0	0	"662.375"	"254.375"	"71.125"	"22.125"	"5.875"	"0.375"	0	0	"0.098224841"	"202.25"	2
"smallMol_319"	"-3.82041"	"15094.305"	"5.2890129"	"752.34839"	"514.93207"	"237.41631"	"556.69434"	"195.65405"	"2076.2061"	"958.21222"	"277.51578"	"1117.9939"	"0.68443304"	"0.31556699"	"0.73994219"	"0.26005778"	"2.759634"	"1.2736284"	"493.52292"	"1.5387779"	"0.059737656"	"2.5543003"	"2.1247883"	"1.6131384"	"0.89621776"	"0.41411629"	"0.16959962"	"0.06119607"	"0.017527891"	"959.75"	"527.125"	"397.75"	"329.5"	271	"205.5"	"102.5"	"53.25"	"0.5"	"0.86602539"	"0.70710677"	"0.5"	"7.8102498"	"8.0156097"	"-3.2200515"	"-3.1908808"	"-3.1530008"	"-7.7074633"	"-7.3422279"	"-7.3332353"	"1.4241365"	"342.125"	"493.375"	"496.25"	"231.75"	"88.875"	"34.25"	"10.875"	"3.375"	"0.24858579"	"0.11001518"	"0.72232127"	"0.62221289"	"0.62552112"	"0.78113663"	"1.0080457"	"1.1421981"	"0.80509615"	"1.0931642"	"0.13672404"	"0.32311702"	"0.56628227"	"0.77400571"	"1.1956785"	"1.3456641"	"1.4400977"	"2.3405337"	"1.4647659"	"700.87994"	"1026.625"	"1669.375"	"1078.75"	"654.875"	"261.25"	"98.875"	"36.25"	"10.875"	"3.375"	"1327.25"	"585.375"	"158.625"	"29.5"	10	2	0	0	"0.083660819"	"446.875"	"-0.22400001"
"smallMol_320"	"-6.2658701"	"17340.082"	"5.9148378"	"833.20752"	"581.64716"	"251.56036"	"754.9574"	"78.250084"	"1546.0181"	"669.15057"	"330.08676"	"876.86749"	"0.69808197"	"0.30191803"	"0.90608573"	"0.093914278"	"1.8555019"	"0.80310196"	"551.24213"	"1.0683689"	"0.17458411"	"2.537801"	"1.9715297"	"1.0902098"	"0.41353756"	"0.149463"	"0.048198685"	"0.0086344816"	"0.000022346027"	"1117.125"	"656.625"	"505.25"	"437.25"	"375.125"	"296.375"	"159.125"	"75.25"	"1.5"	"13.152946"	"12.893797"	"0.5"	"0.70710677"	"0.5"	"-2.4884641"	"-2.4775023"	"-2.4771266"	"-6.0825124"	"-5.6721463"	"-5.6651559"	"1.4444904"	"360.875"	"442.5"	"339.375"	"105.5"	"31.125"	"10.5"	"1.625"	"0.125"	"0.07050965"	"0.024585478"	"1.5933423"	"1.4793615"	"1.5730174"	"1.7887224"	"2.0148461"	"2.1653759"	"1.5677533"	"1.6252576"	"0.66922963"	"0.55647761"	"0.78061229"	"1.0209793"	"1.9842266"	"3.0424619"	"4.0440021"	"2.6170216"	"1.4980062"	"764.93341"	"1145.875"	"1650.75"	"918.125"	"414.5"	"120.25"	"35.625"	"10.75"	"1.625"	"0.125"	"1289.875"	"475.625"	"75.125"	"14.75"	"4.5"	"0.25"	0	0	"0.091536932"	"507.375"	"5.5527401"
"smallMol_321"	"-5.1714301"	"3903.8086"	"3.461673"	"532.27551"	"292.72461"	"239.55089"	"482.97995"	"49.295547"	"414.20532"	"338.72498"	"53.17371"	"75.480354"	"0.54994941"	"0.45005056"	"0.90738714"	"0.09261284"	"0.77817845"	"0.63637149"	"316.88632"	"5.3168383"	"0.32482153"	"2.628372"	"1.8981525"	"0.93895996"	"0.36765531"	"0.15462869"	"0.064665891"	"0.014810534"	"0.00031920694"	"860.25"	"513.625"	"393.125"	340	"294.875"	"246.125"	"143.875"	"83.25"	"0.5"	"1.118034"	"1.5811388"	"1.118034"	"0.5"	"0.70710677"	"-3.1840296"	"-3.1253128"	"-3.1184592"	"-6.174675"	"-6.0555396"	"-5.8732557"	"1.2743987"	"222.25"	"244.625"	"186.625"	"73.75"	"27.375"	"8.375"	2	"0.25"	"0.069634341"	"0.024632353"	"0.80886775"	"0.76424271"	"0.81520092"	"0.91607732"	"1.0457423"	"1.1819079"	"1.105412"	"0.99852079"	"0.5427084"	"1.5999473"	"2.8037505"	"4.0011692"	"4.6319985"	"4.6247182"	"4.7713804"	"4.9722328"	"1.4396802"	"485.17719"	"698.5"	"1094.625"	"549.25"	"231.5"	"73.75"	"27.375"	"8.375"	2	"0.25"	"872.375"	"304.625"	"44.875"	0	0	0	0	0	"0.22051555"	298	"4.1420002"
